id,name,is_claimed,is_closed,phone,review_count,categories01,categories02,categories03,rating,price,transactions,zip_code,city,address,restaurant_url,image_url,latitude,longitude,photos,cross_streets,category,score
pkFu0DZ_mw0NQE2Z0E_AGA,Potato Corner,True,False,18188502004.0,169,gourmet,hotdogs,chicken_wings,3.5,$,"['pickup', 'delivery']",91324,Northridge,"['9301 Tampa Ave', 'Northridge Fashion Center', 'Northridge, CA 91324']",https://www.yelp.com/biz/potato-corner-northridge?adjust_creative=QeiTVIWcE4H5EZEGBBopnw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=QeiTVIWcE4H5EZEGBBopnw,https://s3-media4.fl.yelpcdn.com/bphoto/QmSRroa1bXD2uC-MLSl_0g/o.jpg,34.238621,-118.55542,"['https://s3-media4.fl.yelpcdn.com/bphoto/QmSRroa1bXD2uC-MLSl_0g/o.jpg', 'https://s3-media3.fl.yelpcdn.com/bphoto/p-koC6QPXELJ4HZJreVfFQ/o.jpg', 'https://s3-media2.fl.yelpcdn.com/bphoto/PWfaGN0bhLgpeSKjMCAELw/o.jpg']",,"gourmet, hotdogs, chicken_wings",0.0
gLwm0s-qFZwH7vQ5MG9vnA,Umai Savory Hot Dogs,True,False,18186710373.0,12,hotdogs,burgers,chicken_wings,2.5,-,['delivery'],91324,Northridge,"['9301 Tampa Ave', 'Space FC-5', 'Northridge, CA 91324']",https://www.yelp.com/biz/umai-savory-hot-dogs-northridge?adjust_creative=QeiTVIWcE4H5EZEGBBopnw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=QeiTVIWcE4H5EZEGBBopnw,https://s3-media2.fl.yelpcdn.com/bphoto/1rkzvct4x291em0zbyPjQw/o.jpg,34.238621,-118.55542,"['https://s3-media2.fl.yelpcdn.com/bphoto/1rkzvct4x291em0zbyPjQw/o.jpg', 'https://s3-media3.fl.yelpcdn.com/bphoto/Fsqjg2JapTZIJPlps7CSSQ/o.jpg', 'https://s3-media1.fl.yelpcdn.com/bphoto/BsUhZ_F5mrbk_irgFPAI7g/o.jpg']",,"hotdog, burgers, chicken_wings",0.0
0g9Qup8bf_qutJajTzXByg,Stone Oven,True,False,18187188811.0,103,salad,sandwiches,,4.0,$,"['delivery', 'pickup']",91324,Northridge,"['9301 Tampa Ave', 'Ste 104', 'Northridge, CA 91324']",https://www.yelp.com/biz/stone-oven-northridge?adjust_creative=QeiTVIWcE4H5EZEGBBopnw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=QeiTVIWcE4H5EZEGBBopnw,https://s3-media1.fl.yelpcdn.com/bphoto/u0jUSQKmTe14k8S0qd2xSQ/o.jpg,34.2386093852628,-118.555266237959,"['https://s3-media1.fl.yelpcdn.com/bphoto/u0jUSQKmTe14k8S0qd2xSQ/o.jpg', 'https://s3-media1.fl.yelpcdn.com/bphoto/wztaaRQ6w6ZPk7HMHAvWCQ/o.jpg', 'https://s3-media2.fl.yelpcdn.com/bphoto/m2Oo-7BKuFBmJ0kd7oWk6g/o.jpg']",,"salad, sandwiches, ",0.0
kuVyanRrc09b0r5iDrEEhg,The Habit Burger Grill,True,False,18187730257.0,294,burgers,sandwiches,salad,4.0,$,['delivery'],91311,Chatsworth,"['9243 Winnetka Avenue', 'Suite #A', 'Chatsworth, CA 91311']",https://www.yelp.com/biz/the-habit-burger-grill-chatsworth?adjust_creative=QeiTVIWcE4H5EZEGBBopnw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=QeiTVIWcE4H5EZEGBBopnw,https://s3-media1.fl.yelpcdn.com/bphoto/rDK5hZf2RLxmQjg7xSprHQ/o.jpg,34.2385081925393,-118.571665249765,"['https://s3-media1.fl.yelpcdn.com/bphoto/rDK5hZf2RLxmQjg7xSprHQ/o.jpg', 'https://s3-media3.fl.yelpcdn.com/bphoto/aTLPd4wnzljucoxctu6zqQ/o.jpg', 'https://s3-media2.fl.yelpcdn.com/bphoto/MsDi8l3U_Lf_lSPkuzi21Q/o.jpg']",,"burgers, sandwiches, salad",3.66
DgUE-BiKOnN0OXxg3x451Q,Villa Italian Kitchen,True,False,0.0,56,pizza,italian,,2.5,$,[],91324,Los Angeles,"['9301 Tampa Ave', 'FC-4', 'Los Angeles, CA 91324']",https://www.yelp.com/biz/villa-italian-kitchen-los-angeles?adjust_creative=QeiTVIWcE4H5EZEGBBopnw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=QeiTVIWcE4H5EZEGBBopnw,https://s3-media1.fl.yelpcdn.com/bphoto/4dz0OQeCqfsopU4_sLZzkA/o.jpg,34.2382269059437,-118.555629263017,"['https://s3-media1.fl.yelpcdn.com/bphoto/4dz0OQeCqfsopU4_sLZzkA/o.jpg', 'https://s3-media1.fl.yelpcdn.com/bphoto/Kk9tibaLjZ2Ip3ecqKvvHA/o.jpg', 'https://s3-media2.fl.yelpcdn.com/bphoto/RmsaKFhdHxzZlf7OVj1TCw/o.jpg']",,"pizza, italian, ",0.0
iM3mtEdY0nZKBgdbsJmOtw,Stonefire Grill,True,False,18185343364.0,881,bbq,salad,tradamerican,3.5,$$,['delivery'],91311,Chatsworth,"['9229 Winnetka Ave', 'Chatsworth, CA 91311']",https://www.yelp.com/biz/stonefire-grill-chatsworth?adjust_creative=QeiTVIWcE4H5EZEGBBopnw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=QeiTVIWcE4H5EZEGBBopnw,https://s3-media3.fl.yelpcdn.com/bphoto/TvPVd9OKj41gmw21JfyHHA/o.jpg,34.2382168269942,-118.571517162566,"['https://s3-media3.fl.yelpcdn.com/bphoto/TvPVd9OKj41gmw21JfyHHA/o.jpg', 'https://s3-media3.fl.yelpcdn.com/bphoto/lD1nmEzcGFM7vG7oBMIy8g/o.jpg', 'https://s3-media1.fl.yelpcdn.com/bphoto/FHyX5JJO0TXCXQqdbCvtzA/o.jpg']",,"bbq, salad, tradamerican",3.45
qac-I_uY1GNmXGNtMUPgrw,Poquito Mas,True,False,18187751555.0,270,mexican,hotdogs,,2.5,$,"['pickup', 'delivery']",91311,Chatsworth,"['9229 Winnetka Ave', 'Chatsworth, CA 91311']",https://www.yelp.com/biz/poquito-mas-chatsworth-2?adjust_creative=QeiTVIWcE4H5EZEGBBopnw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=QeiTVIWcE4H5EZEGBBopnw,https://s3-media2.fl.yelpcdn.com/bphoto/WVRpYBwqy1On_QWu9LDM3Q/o.jpg,34.23794552396745,-118.5717494049102,"['https://s3-media2.fl.yelpcdn.com/bphoto/WVRpYBwqy1On_QWu9LDM3Q/o.jpg', 'https://s3-media2.fl.yelpcdn.com/bphoto/u-K8OhD7YbraTpig4cvIBg/o.jpg', 'https://s3-media1.fl.yelpcdn.com/bphoto/lItxGgyXJeA503a6OXn2ow/o.jpg']",,"mexican, hotdogs, ",0.0
rdHIi-K-fDtFXa7b9iSn3g,Dairy Queen Orange Julius,True,False,18188829918.0,52,hotdogs,icecream,juicebars,2.5,$,"['pickup', 'delivery']",91324,Northridge,"['9301 Tampa Ave', 'Unit 75', 'Northridge, CA 91324']",https://www.yelp.com/biz/dairy-queen-orange-julius-northridge?adjust_creative=QeiTVIWcE4H5EZEGBBopnw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=QeiTVIWcE4H5EZEGBBopnw,https://s3-media2.fl.yelpcdn.com/bphoto/Q_bqmbOb0XXbNwuLqFTaBw/o.jpg,34.2378532371726,-118.557035011028,"['https://s3-media2.fl.yelpcdn.com/bphoto/Q_bqmbOb0XXbNwuLqFTaBw/o.jpg', 'https://s3-media4.fl.yelpcdn.com/bphoto/_BqX_4nB17ypSLRrBzT09Q/o.jpg', 'https://s3-media3.fl.yelpcdn.com/bphoto/PRDN9LOrBRoezKGSmaXRlA/o.jpg']",,"hotdogs, icecream, juicebars",0.0
cIVCmap8-b2ULriIstytVg,California Fish Grill,True,False,17472344120.0,79,seafood,fishnchips,tacos,4.0,$$,[],91324,Northridge,"['19525 W Nordhoff St', 'Ste 40', 'Northridge, CA 91324']",https://www.yelp.com/biz/california-fish-grill-northridge?adjust_creative=QeiTVIWcE4H5EZEGBBopnw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=QeiTVIWcE4H5EZEGBBopnw,https://s3-media2.fl.yelpcdn.com/bphoto/h0-1LnWY33mAVvvZo53P2Q/o.jpg,34.2361964,-118.5585489728504,"['https://s3-media2.fl.yelpcdn.com/bphoto/h0-1LnWY33mAVvvZo53P2Q/o.jpg', 'https://s3-media1.fl.yelpcdn.com/bphoto/I3FfbyI5GMidtYCMcXOSgw/o.jpg', 'https://s3-media2.fl.yelpcdn.com/bphoto/nq4jCTXfPvPXogCd8sZHMQ/o.jpg']",,"seafood, fishnchips, tacos",0.0
d8jTbGLF3LPzKj03s0uPyA,Burger Lounge,True,False,17472352600.0,11,vegan,vegetarian,burgers,4.5,$$,"['pickup', 'delivery']",91324,Los Angeles,"['19515 Nordhoff St', 'Ste 5', 'Los Angeles, CA 91324']",https://www.yelp.com/biz/burger-lounge-los-angeles-7?adjust_creative=QeiTVIWcE4H5EZEGBBopnw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=QeiTVIWcE4H5EZEGBBopnw,https://s3-media3.fl.yelpcdn.com/bphoto/589Qo7NLiO0iGofUFJHf1g/o.jpg,34.2355232826378,-118.557185271433,"['https://s3-media3.fl.yelpcdn.com/bphoto/589Qo7NLiO0iGofUFJHf1g/o.jpg', 'https://s3-media4.fl.yelpcdn.com/bphoto/eBbUyyvXaAV7vxC677a2jw/o.jpg', 'https://s3-media3.fl.yelpcdn.com/bphoto/wm4XaNFtR0YhJfgw4qNowQ/o.jpg']",,"vegan, vegetarian, burgers",0.0
xGa6T0wv7NYgldv3w8HUFw,Panera Bread,True,False,18184079400.0,366,sandwiches,salad,soup,3.0,$$,"['pickup', 'delivery']",91324,Northridge,"['19662 Nordhoff St', 'Northridge, CA 91324']",https://www.yelp.com/biz/panera-bread-northridge?adjust_creative=QeiTVIWcE4H5EZEGBBopnw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=QeiTVIWcE4H5EZEGBBopnw,https://s3-media2.fl.yelpcdn.com/bphoto/WENwU8yjA4BRSiHqOcF7CA/o.jpg,34.235256,-118.561908,"['https://s3-media2.fl.yelpcdn.com/bphoto/WENwU8yjA4BRSiHqOcF7CA/o.jpg', 'https://s3-media3.fl.yelpcdn.com/bphoto/Fem7tO-WoH7qAMnjWzA1zA/o.jpg', 'https://s3-media1.fl.yelpcdn.com/bphoto/QKX2WQ8IDuXzy9ao5k8TUw/o.jpg']",,"sandwiches, salad, soup",3.13
8SCbD-v3IpEXZMg92wfAhQ,Burger King,True,False,18183418466.0,56,hotdogs,burgers,,2.0,$,['delivery'],91324,Northridge,"['19640 Nordhoff St', 'Northridge, CA 91324']",https://www.yelp.com/biz/burger-king-northridge-4?adjust_creative=QeiTVIWcE4H5EZEGBBopnw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=QeiTVIWcE4H5EZEGBBopnw,https://s3-media3.fl.yelpcdn.com/bphoto/tAJsr_n5KIlVZHLYYDP_pw/o.jpg,34.235097,-118.561385,"['https://s3-media3.fl.yelpcdn.com/bphoto/tAJsr_n5KIlVZHLYYDP_pw/o.jpg', 'https://s3-media4.fl.yelpcdn.com/bphoto/QLwz7mPNckhW4HwVRJrhPA/o.jpg', 'https://s3-media2.fl.yelpcdn.com/bphoto/I3szWkfCNqHCZqa3W_eA7g/o.jpg']",,"hotdogs, burgers, ",0.0
bPaNq1UPZnB2QioG8sQ07g,Olive Garden Italian Restaurant,True,False,18187726090.0,702,italian,salad,soup,3.0,$$,[],91311,Chatsworth,"['19724 Nordhoff Pl', 'Chatsworth, CA 91311']",https://www.yelp.com/biz/olive-garden-italian-restaurant-chatsworth-3?adjust_creative=QeiTVIWcE4H5EZEGBBopnw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=QeiTVIWcE4H5EZEGBBopnw,https://s3-media3.fl.yelpcdn.com/bphoto/h_2ZLXOyHDZKXgtAJddE5A/o.jpg,34.234833,-118.563317,"['https://s3-media3.fl.yelpcdn.com/bphoto/h_2ZLXOyHDZKXgtAJddE5A/o.jpg', 'https://s3-media4.fl.yelpcdn.com/bphoto/i9m7VVdititad8vyrkv6AQ/o.jpg', 'https://s3-media3.fl.yelpcdn.com/bphoto/tD5bC0AuA-GeXuDAu8aGww/o.jpg']",,"italian, salad, soup",3.08
8OlxKwOgNFKJ3Yq69tnNHQ,Chipotle Mexican Grill,True,False,18186712232.0,173,mexican,hotdogs,,2.5,$,['delivery'],91324,Northridge,"['19332 Nordhoff St', 'Northridge, CA 91324']",https://www.yelp.com/biz/chipotle-mexican-grill-northridge-2?adjust_creative=QeiTVIWcE4H5EZEGBBopnw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=QeiTVIWcE4H5EZEGBBopnw,https://s3-media3.fl.yelpcdn.com/bphoto/sHpKoLrkA1SxvmuAcygIyw/o.jpg,34.2346925,-118.5551529,"['https://s3-media3.fl.yelpcdn.com/bphoto/sHpKoLrkA1SxvmuAcygIyw/o.jpg', 'https://s3-media1.fl.yelpcdn.com/bphoto/ifmWzRZmG4HY0Vgl6QwyyQ/o.jpg', 'https://s3-media2.fl.yelpcdn.com/bphoto/2fW6Lq3CSnCFttPTQvqV9Q/o.jpg']",,"mexican, hotdogs, ",0.0
esy-jVen66URjQUwusapPA,Chi Chi's Pizza,False,False,18189939911.0,530,pizza,soup,pastashops,4.0,$$,['delivery'],91324,Northridge,"['9080 Tampa Ave', 'Northridge, CA 91324']",https://www.yelp.com/biz/chi-chis-pizza-northridge?adjust_creative=QeiTVIWcE4H5EZEGBBopnw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=QeiTVIWcE4H5EZEGBBopnw,https://s3-media2.fl.yelpcdn.com/bphoto/0oBX3gmTYHRb9EPyDIsyjw/o.jpg,34.234454503253,-118.55295125761,"['https://s3-media2.fl.yelpcdn.com/bphoto/0oBX3gmTYHRb9EPyDIsyjw/o.jpg', 'https://s3-media2.fl.yelpcdn.com/bphoto/QBsare4XTEGsvYA9B6GVZw/o.jpg', 'https://s3-media4.fl.yelpcdn.com/bphoto/bT9JMQTPFa68ldD0ayrT8Q/o.jpg']",,"pizza, soup, pastashops",3.76
QaGfIoUXtN2CfTwDaW6OxQ,Flame Broiler,True,False,18187347300.0,110,hotdogs,asianfusion,,4.0,$,"['pickup', 'delivery']",91324,Northridge,"['19350 Nordhoff St', 'Ste C-2', 'Northridge, CA 91324']",https://www.yelp.com/biz/flame-broiler-northridge?adjust_creative=QeiTVIWcE4H5EZEGBBopnw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=QeiTVIWcE4H5EZEGBBopnw,https://s3-media3.fl.yelpcdn.com/bphoto/6FsnQ4Ax-Qppa4ctpXF9aA/o.jpg,34.2342109203286,-118.556389958313,"['https://s3-media3.fl.yelpcdn.com/bphoto/6FsnQ4Ax-Qppa4ctpXF9aA/o.jpg', 'https://s3-media3.fl.yelpcdn.com/bphoto/ZCy3OUTNi2HURBzUsg7WWQ/o.jpg', 'https://s3-media3.fl.yelpcdn.com/bphoto/jAV5EbkcrvbbekWCUOFJAA/o.jpg']",,"hotdogs, asianfusion, ",0.0
MZFXYgiiJbygAzO4OcSiIQ,Jersey Mike's Subs,True,False,18188865800.0,376,sandwiches,hotdogs,delis,3.0,$$,"['delivery', 'pickup']",91324,Northridge,"['19350 C Nordhoff St', 'Northridge, CA 91324']",https://www.yelp.com/biz/jersey-mikes-subs-northridge-2?adjust_creative=QeiTVIWcE4H5EZEGBBopnw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=QeiTVIWcE4H5EZEGBBopnw,https://s3-media1.fl.yelpcdn.com/bphoto/SLFC1-YXHy9rnv1JaYIWDA/o.jpg,34.234121,-118.556294,"['https://s3-media1.fl.yelpcdn.com/bphoto/SLFC1-YXHy9rnv1JaYIWDA/o.jpg', 'https://s3-media3.fl.yelpcdn.com/bphoto/86SivVJtJILzo1BgPhKs_Q/o.jpg', 'https://s3-media2.fl.yelpcdn.com/bphoto/pvkTHnGfM73t7gSsO0n_wQ/o.jpg']",,"sandwiches, hotdogs, delis",3.13
JPYdoVu9Zpi8ts4hu6wryA,IHOP,True,False,18182806605.0,234,breakfast_brunch,tradamerican,burgers,2.5,$$,"['pickup', 'delivery']",91324,Northridge,"['9012 Tampa Ave', 'Northridge, CA 91324']",https://www.yelp.com/biz/ihop-northridge-2?adjust_creative=QeiTVIWcE4H5EZEGBBopnw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=QeiTVIWcE4H5EZEGBBopnw,https://s3-media2.fl.yelpcdn.com/bphoto/AlS0TxQNsr7GQH9blkXjzw/o.jpg,34.233648,-118.552898,"['https://s3-media2.fl.yelpcdn.com/bphoto/AlS0TxQNsr7GQH9blkXjzw/o.jpg', 'https://s3-media4.fl.yelpcdn.com/bphoto/zfgW2lBM-DCdrrfzDPS8Kw/o.jpg', 'https://s3-media2.fl.yelpcdn.com/bphoto/QGFztb_QgwiqmOa3lrapCw/o.jpg']",,"breakfast_brunch, tradamerican, burgers",0.0
UT2jHBs-YdwpchUES_3XDQ,Milan's Pizza,True,False,18182806867.0,92,pizza,chicken_wings,pastashops,3.5,$$,"['delivery', 'pickup']",91324,Northridge,"['8968 Corbin Ave', 'Northridge, CA 91324']",https://www.yelp.com/biz/milans-pizza-northridge-2?adjust_creative=QeiTVIWcE4H5EZEGBBopnw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=QeiTVIWcE4H5EZEGBBopnw,https://s3-media2.fl.yelpcdn.com/bphoto/87VnN9t-hKs-JB8hYvdgzA/o.jpg,34.23337,-118.56166,"['https://s3-media2.fl.yelpcdn.com/bphoto/87VnN9t-hKs-JB8hYvdgzA/o.jpg', 'https://s3-media4.fl.yelpcdn.com/bphoto/XBIkHzt2b84FdYT19QW26A/o.jpg', 'https://s3-media1.fl.yelpcdn.com/bphoto/Zsj8wq6aZScuknn_wwWObw/o.jpg']",,"pizza, chicken_wings, pastashops",0.0
uDS0-JaksTr3O9A54wPVQQ,Del Taco,True,False,18187098536.0,62,hotdogs,burgers,mexican,2.5,$,['delivery'],91324,Northridge,"['8941 Corbin Ave', 'Northridge, CA 91324']",https://www.yelp.com/biz/del-taco-northridge?adjust_creative=QeiTVIWcE4H5EZEGBBopnw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=QeiTVIWcE4H5EZEGBBopnw,https://s3-media4.fl.yelpcdn.com/bphoto/xUbjH_JxAJgZXVQhsba06g/o.jpg,34.2333587,-118.5624449,"['https://s3-media4.fl.yelpcdn.com/bphoto/xUbjH_JxAJgZXVQhsba06g/o.jpg', 'https://s3-media2.fl.yelpcdn.com/bphoto/FIFJmD3rrxN9yDeavI10Pg/o.jpg', 'https://s3-media4.fl.yelpcdn.com/bphoto/-mCAKrhfUGnRd2eJk67qrw/o.jpg']",,"hotdogs, burgers, mexican",0.0
RsQIUUAMM5xNeHSP_M0VrQ,Chick-fil-A,True,False,18188823106.0,726,hotdogs,,,4.0,$,['delivery'],91324,Northridge,"['8875 Tampa Ave', 'Northridge, CA 91324']",https://www.yelp.com/biz/chick-fil-a-northridge?adjust_creative=QeiTVIWcE4H5EZEGBBopnw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=QeiTVIWcE4H5EZEGBBopnw,https://s3-media2.fl.yelpcdn.com/bphoto/gtoYvUNy6GsqhZEGOua3sg/o.jpg,34.2321436,-118.5541586,"['https://s3-media2.fl.yelpcdn.com/bphoto/gtoYvUNy6GsqhZEGOua3sg/o.jpg', 'https://s3-media3.fl.yelpcdn.com/bphoto/mapEtctveTkXd7mpNiB4QQ/o.jpg', 'https://s3-media3.fl.yelpcdn.com/bphoto/f-V4M2QrKWOyJoXSfyNxrw/o.jpg']",,"hotdogs, , ",3.81
hFZvGJH6qW_iSAHgHaAG6w,F*CKING GOOD PIZZA,False,False,18059905985.0,6,fooddeliveryservices,pizza,,2.5,-,['delivery'],91324,Northridge,"['Northridge, CA 91324']",https://www.yelp.com/biz/f-cking-good-pizza-northridge?adjust_creative=QeiTVIWcE4H5EZEGBBopnw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=QeiTVIWcE4H5EZEGBBopnw,https://s3-media2.fl.yelpcdn.com/bphoto/lN4njJwdaF0P_zK4ZPDXRw/o.jpg,34.23188,-118.54275,['https://s3-media2.fl.yelpcdn.com/bphoto/lN4njJwdaF0P_zK4ZPDXRw/o.jpg'],,"fooddeliveryservices, pizza, ",0.0
Nplz4ybiaqFW92SdlcOL1Q,Subway,True,False,18187015073.0,35,sandwiches,,,2.0,$,"['delivery', 'pickup']",91324,Northridge,"['8866 Corbin Ave', 'Northridge, CA 91324']",https://www.yelp.com/biz/subway-northridge-17?adjust_creative=QeiTVIWcE4H5EZEGBBopnw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=QeiTVIWcE4H5EZEGBBopnw,https://s3-media1.fl.yelpcdn.com/bphoto/m5EC9lAdA-50hVvuW_RnLA/o.jpg,34.23169842765174,-118.5614214,"['https://s3-media1.fl.yelpcdn.com/bphoto/m5EC9lAdA-50hVvuW_RnLA/o.jpg', 'https://s3-media4.fl.yelpcdn.com/bphoto/h5Q-MApGcqM7mnBfBxYSug/o.jpg', 'https://s3-media3.fl.yelpcdn.com/bphoto/yqLwejiEz3PWRZwNkdlsqQ/o.jpg']",,"sandwiches, , ",0.0
ufdy8GPCcaAhqmuwzZ0fiA,Five Guys,True,False,18189931390.0,419,burgers,hotdogs,,3.0,$$,['delivery'],91324,Northridge,"['8850 Tampa Ave', 'Ste 102', 'Northridge, CA 91324']",https://www.yelp.com/biz/five-guys-northridge-2?adjust_creative=QeiTVIWcE4H5EZEGBBopnw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=QeiTVIWcE4H5EZEGBBopnw,https://s3-media2.fl.yelpcdn.com/bphoto/pBCRG-cyoESAYeTbLpsUxw/o.jpg,34.231229,-118.553237,"['https://s3-media2.fl.yelpcdn.com/bphoto/pBCRG-cyoESAYeTbLpsUxw/o.jpg', 'https://s3-media1.fl.yelpcdn.com/bphoto/aNrdOLUavO39isPcvELCdw/o.jpg', 'https://s3-media2.fl.yelpcdn.com/bphoto/ps_wc3VrOnSfuq_eWJDS5A/o.jpg']",,"burgers, hotdogs, ",3.12
Nrg4A-rP_KJa8zoY-ohOgQ,In-N-Out Burger,True,False,18007861000.0,233,hotdogs,burgers,,4.0,$,[],91324,Northridge,"['8830 Tampa Ave', 'Northridge, CA 91324']",https://www.yelp.com/biz/in-n-out-burger-northridge-3?adjust_creative=QeiTVIWcE4H5EZEGBBopnw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=QeiTVIWcE4H5EZEGBBopnw,https://s3-media4.fl.yelpcdn.com/bphoto/9sObCv95mJgC5x42ZpRbWQ/o.jpg,34.230786,-118.553244,"['https://s3-media4.fl.yelpcdn.com/bphoto/9sObCv95mJgC5x42ZpRbWQ/o.jpg', 'https://s3-media2.fl.yelpcdn.com/bphoto/ER4TeNpDPYKP0c-oHTITSw/o.jpg', 'https://s3-media4.fl.yelpcdn.com/bphoto/cxAmwPw-FpE57qCoIntAhw/o.jpg']",,"hotdogs, burgers, ",0.0
pjhhwFXC41zScrGtM83twQ,Costco Food Court,False,False,18187752997.0,18,pizza,tradamerican,hotdogs,3.0,$,[],91324,Los Angeles,"['8810 Tampa Ave', 'Los Angeles, CA 91324']",https://www.yelp.com/biz/costco-food-court-los-angeles-4?adjust_creative=QeiTVIWcE4H5EZEGBBopnw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=QeiTVIWcE4H5EZEGBBopnw,https://s3-media4.fl.yelpcdn.com/bphoto/x-NtpTTrrDpPczWPeh8JUg/o.jpg,34.2304554885729,-118.550341615879,"['https://s3-media4.fl.yelpcdn.com/bphoto/x-NtpTTrrDpPczWPeh8JUg/o.jpg', 'https://s3-media1.fl.yelpcdn.com/bphoto/_BbnTiiGOdMSnlomSaDfSw/o.jpg', 'https://s3-media1.fl.yelpcdn.com/bphoto/FPZ9AIeVX4wKsRJccKZNpg/o.jpg']",,"pizza, tradamerican, hotdogs",0.0
59oDHIYKq0cdighig0nL7w,Belwood Bakery Cafe,True,False,17472020145.0,681,coffee,bakeries,sandwiches,4.5,$,['pickup'],91324,Northridge,"['8735 Tampa Ave', 'Northridge, CA 91324']",https://www.yelp.com/biz/belwood-bakery-cafe-northridge?adjust_creative=QeiTVIWcE4H5EZEGBBopnw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=QeiTVIWcE4H5EZEGBBopnw,https://s3-media4.fl.yelpcdn.com/bphoto/9LE0zhaDbFB8jbS-BDrirQ/o.jpg,34.2293663024902,-118.553939819336,"['https://s3-media4.fl.yelpcdn.com/bphoto/9LE0zhaDbFB8jbS-BDrirQ/o.jpg', 'https://s3-media3.fl.yelpcdn.com/bphoto/yAzNqr2JR5Q6_M94dKUVjw/o.jpg', 'https://s3-media4.fl.yelpcdn.com/bphoto/jLAGKsYVVU54aqpzXFC9TA/o.jpg']",,"coffee, bakeries, sandwiches",4.15
mcr_5lD0pRKye1kT9AjckA,Brent's Deli Northridge,True,False,18188865679.0,2412,delis,breakfast_brunch,sandwiches,4.5,$$,"['pickup', 'delivery']",91324,Los Angeles,"['19565 Parthenia St', 'Los Angeles, CA 91324']",https://www.yelp.com/biz/brents-deli-northridge-los-angeles?adjust_creative=QeiTVIWcE4H5EZEGBBopnw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=QeiTVIWcE4H5EZEGBBopnw,https://s3-media3.fl.yelpcdn.com/bphoto/zJ4GZg0Ej2_IljvtEOAGUA/o.jpg,34.228892496076,-118.560340468668,"['https://s3-media3.fl.yelpcdn.com/bphoto/zJ4GZg0Ej2_IljvtEOAGUA/o.jpg', 'https://s3-media1.fl.yelpcdn.com/bphoto/dDV7yCrpQ9j2U5pcHh3Yog/o.jpg', 'https://s3-media2.fl.yelpcdn.com/bphoto/3kvUVG9jdVMFWO-JTveVKw/o.jpg']",,"delis, breakfast_brunch, sandwiches",4.38
Xozrg1hea0UUW4_8sXDJiQ,McDonald's,True,False,18188850404.0,174,hotdogs,burgers,coffee,2.0,$,['delivery'],91324,Northridge,"['19315 Parthenia St', 'Northridge, CA 91324']",https://www.yelp.com/biz/mcdonalds-northridge-5?adjust_creative=QeiTVIWcE4H5EZEGBBopnw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=QeiTVIWcE4H5EZEGBBopnw,https://s3-media2.fl.yelpcdn.com/bphoto/MN0QdRaK5T_2D8jM2UTe5w/o.jpg,34.228639,-118.554520628836,"['https://s3-media2.fl.yelpcdn.com/bphoto/MN0QdRaK5T_2D8jM2UTe5w/o.jpg', 'https://s3-media3.fl.yelpcdn.com/bphoto/jUv3kBCFJZg_McwoX15Ung/o.jpg', 'https://s3-media2.fl.yelpcdn.com/bphoto/cQE44dYhHcxGSI7fkLQkxA/o.jpg']",,"hotdogs, burgers, coffee",0.0
